date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:03	49485/49485	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Sep%202018%2005:14:01%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/about.html	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/about.html	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:04	31055/31055	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Sep%202018%2005:14:01%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/services.html	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/services.html	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:04	29775/29775	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Sep%202018%2005:14:01%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/single.html	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/single.html	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:05	31430/31430	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Sep%202018%2005:14:01%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/gallery.html	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/gallery.html	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:05	32159/32159	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Sep%202018%2005:14:01%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/blog.html	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/blog.html	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:05	25318/25318	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Sep%202018%2005:14:01%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/contact.html	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/contact.html	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:06	73651/73651	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-11fb3%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g1.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:06	47208/47208	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-b868%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g2.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:06	80560/80560	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-13ab0%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g3.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:07	46089/46089	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-b409%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g4.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:07	88463/88463	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-1598f%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g5.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g5.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:08	56698/56698	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-dd7a%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g6.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/g6.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:08	11160/11160	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-2b98%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team1.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:08	9156/9156	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-23c4%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team2.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:08	8546/8546	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-2162%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team3.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:09	13207/13207	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-3397%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team4.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/team4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:09	44894/44894	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-af5e%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n1.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:09	95742/95742	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-175fe%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n2.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:10	105560/105560	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-19c58%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n3.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:10	110368/110368	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-1af20%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n4.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/n4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:10	16672/16672	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-4120%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/t1.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/t1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:11	19877/19877	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-4da5%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/t3.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/t3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:11	14640/14640	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-3930%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/t2.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/t2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:11	4/4	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Jun%202025%2008:46:11%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/pricing.html	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/pricing.html	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:11	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22685aa77d-4d7%22	https://p.w3layouts.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:12	85659/85659	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-14e9b%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/jquery-2.2.3.min.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/jquery-2.2.3.min.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:13	2905/2905	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-b59%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/minimal-slider.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/minimal-slider.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:13	2104/2104	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-838%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/toucheffects.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/toucheffects.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:13	8496/8496	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-2130%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/modernizr.custom.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/modernizr.custom.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:14	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-15d84%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/owl.carousel.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/owl.carousel.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:14	8833/8833	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-2281%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/jquery.waypoints.min.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/jquery.waypoints.min.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:14	2936/2936	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-b78%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/jquery.countup.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/jquery.countup.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:14	1330/1330	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-532%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/move-top.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/move-top.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:15	4759/4759	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-1297%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/easing.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/easing.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:15	115048/115048	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8cc319-1c168%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/bootstrap.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/js/bootstrap.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:15	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jun%202025%2008:46:15%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:15	10009/10009	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2025%20Jun%202025%2008:46:15%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/07af8245c728/main.js?	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/07af8245c728/maind41d.js	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/)
11:46:16	51918/51918	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-cace%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/log.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/log.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/style.css)
11:46:17	370756/370756	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-5a844%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/1.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/style.css)
11:46:17	396445/396445	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-60c9d%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/2.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/style.css)
11:46:18	133042/133042	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f5-207b2%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/bottom.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/bottom.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/style.css)
11:46:18	117/117	---MC-	200	added ('OK')	image/png	etag:W/%225b8cc319-75%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/dots.png	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/dots.png	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/style.css)
11:46:18	513/513	---MC-	200	added ('OK')	image/png	etag:W/%225b8cc319-201%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/move_up.png	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/move_up.png	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/style.css)
11:46:18	355696/355696	---MC-	200	added ('OK')	image/jpeg	etag:W/%225dce87f6-56d70%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/3.jpg	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/images/3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/style.css)
11:46:19	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Jun%202025%2008:46:18%20GMT	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/owl.video.play.png	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/owl.video.play.png	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/owl.carousel.css)
11:46:19	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b8cc319-1813c%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.eot	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.eot	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
11:46:20	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b8cc319-1813c%22	https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400.eot?	C:/Users/LUISE%20RANK/Desktop/web%20templates/My%20web%20project/p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/webfonts/fa-brands-400d41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/03-09-2018/arable_demo_Free/1791219992/web/css/fontawesome-all.css)
